Abbreviation	Definition	Label	Reference Link	owl:sameAs
B.C.	British Columbia	"British Columbia"@en	<http://dbpedia.org/resource/British_Columbia>	<http://de.dbpedia.org/resource/British_Columbia>,<http://fr.dbpedia.org/resource/Colombie-Britannique>,<http://pt.dbpedia.org/resource/Colúmbia_Britânica>,<http://cs.dbpedia.org/resource/Britská_Kolumbie>,<http://el.dbpedia.org/resource/Βρετανική_Κολομβία>,<http://it.dbpedia.org/resource/Columbia_Britannica>,<http://ru.dbpedia.org/resource/Британская_Колумбия>,<http://pl.dbpedia.org/resource/Kolumbia_Brytyjska>,<http://ja.dbpedia.org/resource/ブリティッシュコロンビア州>,<http://ko.dbpedia.org/resource/브리티시컬럼비아_주>,<http://es.dbpedia.org/resource/Columbia_Británica>,<http://nl.dbpedia.org/resource/Brits-Columbia>,<http://eu.dbpedia.org/resource/Columbia_Britainiarra>,<http://zh.dbpedia.org/resource/不列颠哥伦比亚>,<http://af.dbpedia.org/resource/Brits-Columbië>,<http://ar.dbpedia.org/resource/كولومبيا_البريطانية>,<http://ast.dbpedia.org/resource/Columbia_Británica>,<http://az.dbpedia.org/resource/Britaniya_Kolumbiyası>,<http://be.dbpedia.org/resource/Правінцыя_Брытанская_Калумбія>,<http://bg.dbpedia.org/resource/Британска_Колумбия>,<http://br.dbpedia.org/resource/British_Columbia>,<http://bs.dbpedia.org/resource/Britanska_Kolumbija>,<http://ca.dbpedia.org/resource/Colúmbia_Britànica>,<http://co.dbpedia.org/resource/British_Columbia>,<http://cy.dbpedia.org/resource/British_Columbia>,<http://da.dbpedia.org/resource/Britisk_Columbia>,<http://eo.dbpedia.org/resource/Brita_Kolumbio>,<http://et.dbpedia.org/resource/Briti_Columbia>,<http://fa.dbpedia.org/resource/بریتیش_کلمبیا>,<http://fi.dbpedia.org/resource/Brittiläinen_Kolumbia>,<http://fy.dbpedia.org/resource/Britsk-Kolumbia>,<http://ga.dbpedia.org/resource/An_Cholóim_Bhriotanach>,<http://gd.dbpedia.org/resource/Columbia_Bhreatannach>,<http://gl.dbpedia.org/resource/Columbia_Británica>,<http://gv.dbpedia.org/resource/Yn_Cholombey_Ghoaldagh>,<http://he.dbpedia.org/resource/קולומביה_הבריטית>,<http://hi.dbpedia.org/resource/ब्रिटिश_कोलम्बिया>,<http://hr.dbpedia.org/resource/Britanska_Kolumbija>,<http://hu.dbpedia.org/resource/Brit_Columbia>,<http://hy.dbpedia.org/resource/Բրիտանական_Կոլումբիա>,<http://ia.dbpedia.org/resource/Columbia_Britannic>,<http://id.dbpedia.org/resource/British_Columbia>,<http://io.dbpedia.org/resource/British_Columbia>,<http://is.dbpedia.org/resource/Breska_Kólumbía>,<http://jv.dbpedia.org/resource/British_Columbia>,<http://ka.dbpedia.org/resource/ბრიტანეთის_კოლუმბია>,<http://kn.dbpedia.org/resource/ಬ್ರಿಟಿಷ್‌‌_ಕೊಲಂಬಿಯಾ>,<http://la.dbpedia.org/resource/Columbia_Britannica>,<http://lt.dbpedia.org/resource/Britų_Kolumbija>,<http://lv.dbpedia.org/resource/Britu_Kolumbija>,<http://mk.dbpedia.org/resource/Британска_Колумбија>,<http://mr.dbpedia.org/resource/ब्रिटिश_कोलंबिया>,<http://ms.dbpedia.org/resource/British_Columbia>,<http://nah.dbpedia.org/resource/British_Columbia>,<http://nn.dbpedia.org/resource/Britisk_Columbia>,<http://no.dbpedia.org/resource/Britisk_Columbia>,<http://oc.dbpedia.org/resource/Colómbia_Britanica>,<http://os.dbpedia.org/resource/Британийы_Колумби>,<http://pam.dbpedia.org/resource/British_Columbia>,<http://pms.dbpedia.org/resource/Columbia_Britànica>,<http://pnb.dbpedia.org/resource/برطانوی_کولمبیا>,<http://qu.dbpedia.org/resource/British_Columbia_pruwinsya>,<http://ro.dbpedia.org/resource/Columbia_Britanică>,<http://sco.dbpedia.org/resource/Breetish_Columbie>,<http://sh.dbpedia.org/resource/Britanska_Kolumbija>,<http://simple.dbpedia.org/resource/British_Columbia>,<http://sk.dbpedia.org/resource/Britská_Kolumbia>,<http://sl.dbpedia.org/resource/Britanska_Kolumbija>,<http://sq.dbpedia.org/resource/Kolumbia_Britanike>,<http://sr.dbpedia.org/resource/Британска_Колумбија>,<http://sv.dbpedia.org/resource/British_Columbia>,<http://sw.dbpedia.org/resource/British_Kolumbia>,<http://ta.dbpedia.org/resource/பிரிட்டிசு_கொலம்பியா>,<http://th.dbpedia.org/resource/รัฐบริติชโคลัมเบีย>,<http://tl.dbpedia.org/resource/British_Columbia>,<http://tr.dbpedia.org/resource/Britanya_Kolumbiyası>,<http://uk.dbpedia.org/resource/Британська_Колумбія>,<http://ur.dbpedia.org/resource/برٹش_کولمبیا>,<http://vi.dbpedia.org/resource/British_Columbia>,<http://war.dbpedia.org/resource/British_Columbia>,<http://xmf.dbpedia.org/resource/ბრიტანეთიშ_კოლუმბია>,<http://yi.dbpedia.org/resource/בריטישע_קאלומביע>,<http://lmo.dbpedia.org/resource/Columbia_Britanega>,<http://arc.dbpedia.org/resource/ܩܘܠܘܡܒܝܐ_ܒܪܝܛܝܬܐ>,<http://bat_smg.dbpedia.org/resource/Brėtu_Kolumbėjė>,<http://be_x_old.dbpedia.org/resource/Брытанская_Калумбія>,<http://fiu_vro.dbpedia.org/resource/Briti_Columbia>,<http://frr.dbpedia.org/resource/British_Columbia>,<http://kl.dbpedia.org/resource/Britisk_Columbia>,<http://kw.dbpedia.org/resource/Kolombi_Bredennek>,<http://lij.dbpedia.org/resource/Combia_Britannega>,<http://mn.dbpedia.org/resource/Бритиш_Коламбиа>,<http://pa.dbpedia.org/resource/ਬ੍ਰਿਟਿਸ਼_ਕੋਲੰਬੀਆ>,<http://szl.dbpedia.org/resource/Brytyjsko_Kolůmbijo>,<http://ug.dbpedia.org/resource/Britani_Kolumbiye>,<http://vec.dbpedia.org/resource/British_Columbia>,<http://vo.dbpedia.org/resource/British_Columbia>,<http://zh_min_nan.dbpedia.org/resource/British_Columbia>,<http://zh_yue.dbpedia.org/resource/卑詩省>
B.C.	Anno Domini	"Anno Domini"@en	<http://dbpedia.org/resource/Anno_Domini>	<http://el.dbpedia.org/resource/Μ.Χ.>,<http://it.dbpedia.org/resource/Anno_Domini>,<http://pt.dbpedia.org/resource/Anno_Domini>,<http://cs.dbpedia.org/resource/Anno_Domini>,<http://de.dbpedia.org/resource/Anno_Domini>,<http://fr.dbpedia.org/resource/Anno_Domini>,<http://ru.dbpedia.org/resource/От_Рождества_Христова>,<http://es.dbpedia.org/resource/Anno_Domini>,<http://ja.dbpedia.org/resource/西暦>,<http://pl.dbpedia.org/resource/Naszej_ery>,<http://ko.dbpedia.org/resource/서력기원>,<http://nl.dbpedia.org/resource/Anno_Domini>,<http://eu.dbpedia.org/resource/Anno_Domini>,<http://zh.dbpedia.org/resource/西元>,<http://ar.dbpedia.org/resource/أنو_دوميني>,<http://az.dbpedia.org/resource/Miladi_tarix>,<http://be.dbpedia.org/resource/Ад_Нараджэння_Хрыстова>,<http://bg.dbpedia.org/resource/След_Христа>,<http://ca.dbpedia.org/resource/Anno_Domini>,<http://cy.dbpedia.org/resource/Oed_Crist>,<http://da.dbpedia.org/resource/Anno_Domini>,<http://eo.dbpedia.org/resource/A._D.>,<http://et.dbpedia.org/resource/PKr>,<http://fa.dbpedia.org/resource/پس_از_میلاد>,<http://fi.dbpedia.org/resource/Jälkeen_Kristuksen>,<http://ga.dbpedia.org/resource/Anno_Domini>,<http://gd.dbpedia.org/resource/AC>,<http://gl.dbpedia.org/resource/AEC>,<http://he.dbpedia.org/resource/ספירת_הנוצרים>,<http://hi.dbpedia.org/resource/ईसवी>,<http://hy.dbpedia.org/resource/Քրիստոսից_հետո>,<http://id.dbpedia.org/resource/Anno_Domini>,<http://is.dbpedia.org/resource/Anno_Domini>,<http://ku.dbpedia.org/resource/Piştî_zayînê>,<http://la.dbpedia.org/resource/Anno_Domini>,<http://mk.dbpedia.org/resource/Наша_ера>,<http://ml.dbpedia.org/resource/ക്രിസ്ത്വബ്ദം>,<http://ms.dbpedia.org/resource/Tahun_Masihi>,<http://my.dbpedia.org/resource/အေဒီ>,<http://nn.dbpedia.org/resource/Kristi_fødsel>,<http://no.dbpedia.org/resource/Kristi_fødsel>,<http://oc.dbpedia.org/resource/Anno_Domini>,<http://ro.dbpedia.org/resource/E.n.>,<http://sco.dbpedia.org/resource/AD>,<http://sh.dbpedia.org/resource/Anno_Domini>,<http://simple.dbpedia.org/resource/Anno_Domini>,<http://sk.dbpedia.org/resource/Po_Kristovi>,<http://sl.dbpedia.org/resource/Anno_Domini>,<http://sv.dbpedia.org/resource/Efter_Kristus>,<http://sw.dbpedia.org/resource/Baada_ya_Kristo>,<http://ta.dbpedia.org/resource/அனோ_டொமினி>,<http://th.dbpedia.org/resource/คริสต์ศักราช>,<http://tr.dbpedia.org/resource/Anno_Domini>,<http://uk.dbpedia.org/resource/Anno_Domini>,<http://vi.dbpedia.org/resource/Công_Nguyên>,<http://mt.dbpedia.org/resource/WK>,<http://zh_yue.dbpedia.org/resource/公元>
B.C.	BC Card	"BC Card"@en	<http://dbpedia.org/resource/BC_Card>	<http://fr.dbpedia.org/resource/BC_Card>,<http://ko.dbpedia.org/resource/비씨카드>
B.C.	Bureau of Corrections (Philippines)	"Bureau of Corrections (Philippines)"@en	<http://dbpedia.org/resource/Bureau_of_Corrections_(Philippines)>	
B.C.	Brassocattleya	"Brassocattleya"@en	<http://dbpedia.org/resource/Brassocattleya>	<http://fi.dbpedia.org/resource/Jättikatleia>
B.C.	Bayonet mount	"Bayonet mount"@en	<http://dbpedia.org/resource/Bayonet_mount>	<http://fr.dbpedia.org/resource/Baïonnette_(fixation)>,<http://de.dbpedia.org/resource/Bajonettverschluss>,<http://es.dbpedia.org/resource/Bayoneta_(conexión)>,<http://ru.dbpedia.org/resource/Байонетное_соединение>,<http://nl.dbpedia.org/resource/Bajonetsluiting>,<http://ca.dbpedia.org/resource/Baioneta_(Acoblament)>,<http://eo.dbpedia.org/resource/Bajoneta_kunigo>
B.C.	Bella Center	"Bella Center"@en	<http://dbpedia.org/resource/Bella_Center>	<http://es.dbpedia.org/resource/Bella_Center>,<http://de.dbpedia.org/resource/Bella_Center>,<http://ja.dbpedia.org/resource/ベラ・センター>,<http://pl.dbpedia.org/resource/Bella_Center>,<http://pt.dbpedia.org/resource/Bella_Center>,<http://nl.dbpedia.org/resource/Bella_Center>,<http://da.dbpedia.org/resource/Bella_Center>,<http://no.dbpedia.org/resource/Bella_Center>,<http://sv.dbpedia.org/resource/Bella_Center>,<http://ta.dbpedia.org/resource/பெல்லா_மையம்>,<http://vi.dbpedia.org/resource/Bella_Center>
B.C.	Brasseries du Cameroun	"Brasseries du Cameroun"@en	<http://dbpedia.org/resource/Brasseries_du_Cameroun>	<http://fr.dbpedia.org/resource/Brasseries_du_Cameroun>
B.C.	Baja California	"Baja California"@en	<http://dbpedia.org/resource/Baja_California>	<http://de.dbpedia.org/resource/Baja_California_(Bundesstaat)>,<http://cs.dbpedia.org/resource/Baja_California>,<http://ko.dbpedia.org/resource/바하칼리포르니아_주>,<http://ru.dbpedia.org/resource/Нижняя_Калифорния>,<http://es.dbpedia.org/resource/Baja_California>,<http://it.dbpedia.org/resource/Bassa_California>,<http://pl.dbpedia.org/resource/Kalifornia_Dolna>,<http://ja.dbpedia.org/resource/バハ・カリフォルニア州>,<http://pt.dbpedia.org/resource/Baja_California>,<http://el.dbpedia.org/resource/Μπάχα_Καλιφόρνια>,<http://fr.dbpedia.org/resource/Basse-Californie_(État)>,<http://nl.dbpedia.org/resource/Baja_California_(staat)>,<http://eu.dbpedia.org/resource/Kalifornia_Beherea>,<http://zh.dbpedia.org/resource/下加利福尼亞州>,<http://an.dbpedia.org/resource/Baixa_California>,<http://ar.dbpedia.org/resource/ولاية_باها_كاليفورنيا>,<http://az.dbpedia.org/resource/Aşağı_Kaliforniya>,<http://be.dbpedia.org/resource/Штат_Ніжняя_Каліфорнія>,<http://bg.dbpedia.org/resource/Долна_Калифорния>,<http://br.dbpedia.org/resource/Kalifornia-Izel>,<http://ca.dbpedia.org/resource/Baixa_Califòrnia>,<http://cy.dbpedia.org/resource/Baja_California_(talaith)>,<http://da.dbpedia.org/resource/Baja_California>,<http://eo.dbpedia.org/resource/Baja_California>,<http://et.dbpedia.org/resource/Baja_California>,<http://fa.dbpedia.org/resource/باحا_کالیفرنیا>,<http://fi.dbpedia.org/resource/Baja_California>,<http://gl.dbpedia.org/resource/Baja_California>,<http://he.dbpedia.org/resource/באחה_קליפורניה>,<http://hr.dbpedia.org/resource/Baja_California>,<http://hu.dbpedia.org/resource/Alsó-Kalifornia>,<http://ia.dbpedia.org/resource/Baja_California>,<http://id.dbpedia.org/resource/Baja_California_(negara_bagian)>,<http://ilo.dbpedia.org/resource/Amianan_a_Baja_California>,<http://ka.dbpedia.org/resource/ქვემო_კალიფორნია_(ჩრდილოეთი)>,<http://kk.dbpedia.org/resource/Төменгі_Калифорния>,<http://la.dbpedia.org/resource/California_Inferior>,<http://lt.dbpedia.org/resource/Žemutinė_Kalifornija>,<http://lv.dbpedia.org/resource/Lejaskalifornija>,<http://mr.dbpedia.org/resource/बाहा_कालिफोर्निया>,<http://ms.dbpedia.org/resource/Baja_California_(wilayah)>,<http://nah.dbpedia.org/resource/Tlani_California>,<http://nn.dbpedia.org/resource/Baja_California>,<http://no.dbpedia.org/resource/Baja_California>,<http://oc.dbpedia.org/resource/Estat_de_Bassa_Califòrnia>,<http://pam.dbpedia.org/resource/Baja_California>,<http://pms.dbpedia.org/resource/Bassa_Califòrnia>,<http://pnb.dbpedia.org/resource/باجا_کیلیفورنیا>,<http://qu.dbpedia.org/resource/Baja_California_suyu>,<http://rm.dbpedia.org/resource/Baja_California>,<http://ro.dbpedia.org/resource/Baja_California_(stat_din_Mexic)>,<http://sco.dbpedia.org/resource/Baja_California>,<http://sh.dbpedia.org/resource/Donja_Kalifornija>,<http://simple.dbpedia.org/resource/Baja_California_(state)>,<http://sk.dbpedia.org/resource/Baja_California>,<http://sr.dbpedia.org/resource/Доња_Калифорнија>,<http://sv.dbpedia.org/resource/Baja_California_(delstat)>,<http://sw.dbpedia.org/resource/Baja_California_(jimbo)>,<http://tg.dbpedia.org/resource/Калифорнияи_Поёнии_Шимолӣ>,<http://th.dbpedia.org/resource/รัฐบาฮากาลิฟอร์เนีย>,<http://tl.dbpedia.org/resource/Baja_California>,<http://tr.dbpedia.org/resource/Aşağı_Kaliforniya>,<http://uk.dbpedia.org/resource/Баха-Каліфорнія>,<http://vi.dbpedia.org/resource/Baja_California>,<http://war.dbpedia.org/resource/Baja_California>,<http://be_x_old.dbpedia.org/resource/Ніжняя_Каліфорнія>,<http://chy.dbpedia.org/resource/Baja_California>,<http://kw.dbpedia.org/resource/Baja_California>
B.C.	British Council	"British Council"@en	<http://dbpedia.org/resource/British_Council>	<http://ru.dbpedia.org/resource/Британский_совет>,<http://pl.dbpedia.org/resource/British_Council>,<http://it.dbpedia.org/resource/British_Council>,<http://pt.dbpedia.org/resource/British_Council>,<http://de.dbpedia.org/resource/British_Council>,<http://fr.dbpedia.org/resource/British_Council>,<http://es.dbpedia.org/resource/Consejo_Británico>,<http://ja.dbpedia.org/resource/ブリティッシュ・カウンシル>,<http://nl.dbpedia.org/resource/British_Council>,<http://zh.dbpedia.org/resource/英國文化協會>,<http://ar.dbpedia.org/resource/المجلس_الثقافي_البريطاني>,<http://bn.dbpedia.org/resource/ব্রিটিশ_কাউন্সিল>,<http://ca.dbpedia.org/resource/British_Council>,<http://da.dbpedia.org/resource/British_Council>,<http://eo.dbpedia.org/resource/British_Council>,<http://fi.dbpedia.org/resource/British_Council>,<http://gl.dbpedia.org/resource/British_Council>,<http://hi.dbpedia.org/resource/ब्रिटिश_काउंसिल>,<http://hr.dbpedia.org/resource/British_Council>,<http://hy.dbpedia.org/resource/Բրիտանական_խորհրդի_հայաստանյան_մասնաճյուղ>,<http://id.dbpedia.org/resource/British_Council>,<http://kk.dbpedia.org/resource/Британия_кеңесі>,<http://kn.dbpedia.org/resource/ಬ್ರಿಟಿಶ್‌_ಕೌನ್ಸಿಲ್‌>,<http://no.dbpedia.org/resource/British_Council>,<http://ro.dbpedia.org/resource/British_Council>,<http://simple.dbpedia.org/resource/British_Council>,<http://te.dbpedia.org/resource/బ్రిటిష్‌_కౌన్సిల్‌>,<http://tr.dbpedia.org/resource/British_Council>,<http://uk.dbpedia.org/resource/Британська_рада>,<http://vi.dbpedia.org/resource/Hội_đồng_Anh>
B.C.	Basilian Chouerite Order	"Basilian Chouerite Order"@en	<http://dbpedia.org/resource/Basilian_Chouerite_Order>	<http://es.dbpedia.org/resource/Orden_Basiliana_de_San_Juan_Bautista>,<http://it.dbpedia.org/resource/Ordine_basiliano_di_San_Giovanni_Battista>,<http://de.dbpedia.org/resource/Basilianer_vom_hl._Johannes_dem_Täufer>
B.C.	Bakersfield College	"Bakersfield College"@en	<http://dbpedia.org/resource/Bakersfield_College>	
B.C.	BC (video game)	"BC (video game)"@en	<http://dbpedia.org/resource/BC_(video_game)>	
B.C.	Borough	"Borough"@en	<http://dbpedia.org/resource/Borough>	<http://ru.dbpedia.org/resource/Боро>,<http://de.dbpedia.org/resource/Borough>,<http://fr.dbpedia.org/resource/Borough>,<http://it.dbpedia.org/resource/Borough>,<http://pt.dbpedia.org/resource/Borough>,<http://ja.dbpedia.org/resource/バラ_(行政区画)>,<http://ko.dbpedia.org/resource/자치구>,<http://nl.dbpedia.org/resource/Borough>,<http://zh.dbpedia.org/resource/自治市>,<http://da.dbpedia.org/resource/Borough>,<http://fi.dbpedia.org/resource/Borough>,<http://gv.dbpedia.org/resource/Balley_corpagh>,<http://hu.dbpedia.org/resource/Borough>,<http://id.dbpedia.org/resource/Borough>,<http://lb.dbpedia.org/resource/Borough>,<http://simple.dbpedia.org/resource/Borough>,<http://sv.dbpedia.org/resource/Borough>,<http://tl.dbpedia.org/resource/Boro>,<http://tr.dbpedia.org/resource/Borough>,<http://uk.dbpedia.org/resource/Боро>
B.C.	Backcrossing	"Backcrossing"@en	<http://dbpedia.org/resource/Backcrossing>	<http://fr.dbpedia.org/resource/Rétrocroisement>,<http://pl.dbpedia.org/resource/Krzyżowanie_wsteczne>,<http://pt.dbpedia.org/resource/Retrocruzamento>,<http://ja.dbpedia.org/resource/戻し交配>,<http://de.dbpedia.org/resource/Rückkreuzung>,<http://bn.dbpedia.org/resource/পশ্চাৎ_সংকরায়ন>,<http://ku.dbpedia.org/resource/Avis_paşvekirin>
B.C.	Brazosport College	"Brazosport College"@en	<http://dbpedia.org/resource/Brazosport_College>	
B.C.	Bc programming language	"Bc programming language"@en	<http://dbpedia.org/resource/Bc_programming_language>	
B.C.	Buoyancy compensator (diving)	"Buoyancy compensator (diving)"@en	<http://dbpedia.org/resource/Buoyancy_compensator_(diving)>	<http://pl.dbpedia.org/resource/KRW>,<http://de.dbpedia.org/resource/Tarierweste>,<http://fr.dbpedia.org/resource/Gilet_de_stabilisation>,<http://ru.dbpedia.org/resource/Компенсатор_плавучести>,<http://cs.dbpedia.org/resource/Kompenzátor_vztlaku>,<http://it.dbpedia.org/resource/Giubbotto_ad_assetto_variabile>,<http://nl.dbpedia.org/resource/Trimvest>,<http://ar.dbpedia.org/resource/صديري_غطس>,<http://da.dbpedia.org/resource/Afbalanceringsvest>,<http://fi.dbpedia.org/resource/Tasapainotusliivi>,<http://ro.dbpedia.org/resource/Vestă_BCD>,<http://sk.dbpedia.org/resource/Kompenzátor_vztlaku>,<http://sv.dbpedia.org/resource/Dykväst>
B.C.	BC Powder	"BC Powder"@en	<http://dbpedia.org/resource/BC_Powder>	
B.C.	Brunswick Corporation	"Brunswick Corporation"@en	<http://dbpedia.org/resource/Brunswick_Corporation>	<http://de.dbpedia.org/resource/Brunswick_Corporation>,<http://fr.dbpedia.org/resource/Brunswick_Corporation>,<http://nl.dbpedia.org/resource/Brunswick_Corporation>,<http://sv.dbpedia.org/resource/Brunswick_Corporation>
B.C.	Blind carbon copy	"Blind carbon copy"@en	<http://dbpedia.org/resource/Blind_carbon_copy>	<http://pl.dbpedia.org/resource/Ukryte_do_wiadomości>,<http://it.dbpedia.org/resource/Copia_conoscenza_nascosta>,<http://pt.dbpedia.org/resource/Cópia_oculta>,<http://es.dbpedia.org/resource/Copia_de_carbón_oculta>,<http://ca.dbpedia.org/resource/Còpia_en_carbó_oculta>,<http://da.dbpedia.org/resource/Blind_carbon_copy>,<http://fa.dbpedia.org/resource/رونوشت_کاربنی_ناپیدا>,<http://simple.dbpedia.org/resource/Blind_Carbon_Copy>
B.C.	BC The Archaeology of the Bible Lands	"BC The Archaeology of the Bible Lands"@en	<http://dbpedia.org/resource/BC_The_Archaeology_of_the_Bible_Lands>	
B.C.	Basque Country (greater region)	"Basque Country (greater region)"@en	<http://dbpedia.org/resource/Basque_Country_(greater_region)>	<http://ko.dbpedia.org/resource/바스크>,<http://fr.dbpedia.org/resource/Pays_basque>,<http://ru.dbpedia.org/resource/Баскские_земли>,<http://de.dbpedia.org/resource/Baskenland>,<http://cs.dbpedia.org/resource/Baskicko>,<http://es.dbpedia.org/resource/Euskal_Herria>,<http://it.dbpedia.org/resource/Paese_basco>,<http://ja.dbpedia.org/resource/バスク国_(歴史的な領域)>,<http://pl.dbpedia.org/resource/Baskonia>,<http://pt.dbpedia.org/resource/País_Basco>,<http://nl.dbpedia.org/resource/Baskenland>,<http://eu.dbpedia.org/resource/Euskal_Herria>,<http://zh.dbpedia.org/resource/巴斯克地區>,<http://af.dbpedia.org/resource/Baskeland>,<http://an.dbpedia.org/resource/Euskal_Herria>,<http://ar.dbpedia.org/resource/بلاد_البشكنش>,<http://arz.dbpedia.org/resource/بلاد_الباسك>,<http://ast.dbpedia.org/resource/Euskal_Herria>,<http://bg.dbpedia.org/resource/Страна_на_баските>,<http://br.dbpedia.org/resource/Euskal_Herria>,<http://bs.dbpedia.org/resource/Baskija>,<http://ca.dbpedia.org/resource/País_Basc>,<http://cy.dbpedia.org/resource/Gwlad_y_Basg>,<http://da.dbpedia.org/resource/Baskerlandet>,<http://eo.dbpedia.org/resource/Eŭskio>,<http://et.dbpedia.org/resource/Baskimaa>,<http://fa.dbpedia.org/resource/سرزمین_باسک_(منطقه_بزرگ‌تر)>,<http://fi.dbpedia.org/resource/Baskimaa_(kulttuuris-maantieteellinen_alue)>,<http://ga.dbpedia.org/resource/Tír_na_mBascach>,<http://gd.dbpedia.org/resource/Dùthaich_nam_Basgach_(mòr-cheàrn)>,<http://gl.dbpedia.org/resource/Euskal_Herria>,<http://gv.dbpedia.org/resource/Yn_Çheer_Vascagh_(thalloo_shendeeagh)>,<http://he.dbpedia.org/resource/ארץ_הבסקים>,<http://hr.dbpedia.org/resource/Baskija>,<http://hu.dbpedia.org/resource/Baszkföld_(régió)>,<http://hy.dbpedia.org/resource/Բասկերի_հողեր>,<http://io.dbpedia.org/resource/Euskal_Herria>,<http://ka.dbpedia.org/resource/ბასკების_ქვეყანა>,<http://ku.dbpedia.org/resource/Welatê_Baskî>,<http://la.dbpedia.org/resource/Vasconia_(territorium)>,<http://lt.dbpedia.org/resource/Baskija_(istorinis_regionas)>,<http://lv.dbpedia.org/resource/Basku_zeme_(reģions)>,<http://nds.dbpedia.org/resource/Baskenland_(Region)>,<http://nn.dbpedia.org/resource/Baskarland>,<http://no.dbpedia.org/resource/Baskerland>,<http://oc.dbpedia.org/resource/Bascoat>,<http://scn.dbpedia.org/resource/Euskal_Herria>,<http://sco.dbpedia.org/resource/Basque_Kintra_(greater_region)>,<http://sh.dbpedia.org/resource/Baskija>,<http://simple.dbpedia.org/resource/Basque_Country>,<http://sl.dbpedia.org/resource/Baskovske_dežele>,<http://sr.dbpedia.org/resource/Баскија_(историјска_територија)>,<http://sv.dbpedia.org/resource/Baskien>,<http://uk.dbpedia.org/resource/Басконія>,<http://vi.dbpedia.org/resource/Xứ_Basque>,<http://xmf.dbpedia.org/resource/ბასკეფიშ_ქიანა>,<http://ext.dbpedia.org/resource/Euskal_Herria>,<http://frp.dbpedia.org/resource/Payis_bâsco>,<http://frr.dbpedia.org/resource/Baskenlun>,<http://jbo.dbpedia.org/resource/auskalerik>,<http://kw.dbpedia.org/resource/Pow_Bask>,<http://li.dbpedia.org/resource/Baskeland>,<http://mwl.dbpedia.org/resource/Euskal_Herria>,<http://sc.dbpedia.org/resource/Paisu_Bascu_(Euskal_Herria)>,<http://vec.dbpedia.org/resource/Euskal_Herria>,<http://wuu.dbpedia.org/resource/白斯克>
B.C.	NZR BC class	"NZR BC class"@en	<http://dbpedia.org/resource/NZR_BC_class>	
B.C.	Bergen Catholic High School	"Bergen Catholic High School"@en	<http://dbpedia.org/resource/Bergen_Catholic_High_School>	
B.C.	Bliss bibliographic classification	"Bliss bibliographic classification"@en	<http://dbpedia.org/resource/Bliss_bibliographic_classification>	<http://pl.dbpedia.org/resource/Klasyfikacja_Bibliograficzna_Blissa>,<http://cs.dbpedia.org/resource/Blissovo_třídění>,<http://zh.dbpedia.org/resource/布立斯分类法>,<http://sv.dbpedia.org/resource/Bliss_bibliographic_classification>
B.C.	Black carbon	"Black carbon"@en	<http://dbpedia.org/resource/Black_carbon>	<http://pt.dbpedia.org/resource/Carbono_negro>,<http://pl.dbpedia.org/resource/Czarny_węgiel>,<http://zh.dbpedia.org/resource/黑碳>,<http://ar.dbpedia.org/resource/كربون_أسود>,<http://fi.dbpedia.org/resource/Musta_hiili>
B.C.	Battle command	"Battle command"@en	<http://dbpedia.org/resource/Battle_command>	<http://es.dbpedia.org/resource/Batalla_de_comandos>
B.C.E.	Common Era	"Common Era"@en	<http://dbpedia.org/resource/Common_Era>	<http://it.dbpedia.org/resource/Era_volgare>,<http://el.dbpedia.org/resource/Κοινή_Χρονολογία_(Χρονολόγηση)>,<http://es.dbpedia.org/resource/Era_Común>,<http://cs.dbpedia.org/resource/Náš_letopočet>,<http://de.dbpedia.org/resource/V._u._Z.>,<http://pt.dbpedia.org/resource/Era_comum>,<http://ru.dbpedia.org/resource/Наша_эра>,<http://fr.dbpedia.org/resource/Ère_commune>,<http://nl.dbpedia.org/resource/Gangbare_jaartelling>,<http://zh.dbpedia.org/resource/公元>,<http://ar.dbpedia.org/resource/قبل_الميلاد>,<http://ast.dbpedia.org/resource/Dómina_común>,<http://be.dbpedia.org/resource/Наша_эра>,<http://ca.dbpedia.org/resource/Era_comuna>,<http://eo.dbpedia.org/resource/Komuna_Erao>,<http://hy.dbpedia.org/resource/Մեր_թվարկություն>,<http://ia.dbpedia.org/resource/Era_commun>,<http://la.dbpedia.org/resource/Aera_Vulgaris>,<http://ms.dbpedia.org/resource/Era_Kristian>,<http://nn.dbpedia.org/resource/Fvt.>,<http://no.dbpedia.org/resource/Vår_tidsregning>,<http://ro.dbpedia.org/resource/Era_comună>,<http://sh.dbpedia.org/resource/Nova_era>,<http://simple.dbpedia.org/resource/Common_Era>,<http://sl.dbpedia.org/resource/Naše_štetje_let>,<http://sv.dbpedia.org/resource/Vår_tideräkning>,<http://ta.dbpedia.org/resource/பொது_ஊழி>,<http://th.dbpedia.org/resource/สากลศักราช>,<http://tr.dbpedia.org/resource/Milat>,<http://uk.dbpedia.org/resource/Наша_ера>,<http://be_x_old.dbpedia.org/resource/Наша_эра>,<http://jbo.dbpedia.org/resource/la_cabna_cedra>,<http://kw.dbpedia.org/resource/Oos_Kemmyn>,<http://si.dbpedia.org/resource/පොදු_වර්ෂ>
