Entry example	Full entry name	Example tested	IsException	Usage Frequency	Note
Ht.	Hizb ut-Tahrir				http://dbpedia.org/resource/Hizb_ut-Tahrir
Ht.	Highty-Tighties				http://dbpedia.org/resource/Highty-Tighties
Ht.	Walkie-talkie				http://dbpedia.org/resource/Walkie-talkie
Ht.	Hindustan Times				http://dbpedia.org/resource/Hindustan_Times
Ht.	Hyper-threading				http://dbpedia.org/resource/Hyper-threading
Ht.	Hilary term				http://dbpedia.org/resource/Hilary_term
Ht.	Heim theory				http://dbpedia.org/resource/Heim_theory
Ht.	HT (vacuum tube)				http://dbpedia.org/resource/HT_(vacuum_tube)
Ht.	Hankook Tire				http://dbpedia.org/resource/Hankook_Tire
Ht.	Height				http://dbpedia.org/resource/Height
Ht.	HT (band)				http://dbpedia.org/resource/HT_(band)
Ht.	Hematocrit				http://dbpedia.org/resource/Hematocrit
Ht.	Hat tip				http://dbpedia.org/resource/Hat_tip
Ht.	High-throughput				http://dbpedia.org/resource/High-throughput
Ht.	Hostage				http://dbpedia.org/resource/Hostage
Ht.	Home theater				http://dbpedia.org/resource/Home_theater
Ht.	Hull Maintenance Technician				http://dbpedia.org/resource/Hull_Maintenance_Technician
Ht.	Hot Topic				http://dbpedia.org/resource/Hot_Topic
Ht.	Hypertension				http://dbpedia.org/resource/Hypertension
Ht.	Races of StarCraft				http://dbpedia.org/resource/Races_of_StarCraft
Ht.	.ht				http://dbpedia.org/resource/.ht
Ht.	Hotmail				http://dbpedia.org/resource/Hotmail
Ht.	Haiti				http://dbpedia.org/resource/Haiti
Http.	Hypertext Transfer Protocol				http://dbpedia.org/resource/Http.
Https.	HTTP Secure				http://dbpedia.org/resource/Https.
Hu.	Hu Yaobang				http://dbpedia.org/resource/Hu_Yaobang
Hu.	Tian Hu				http://dbpedia.org/resource/Tian_Hu
Hu.	Chin-lung Hu				http://dbpedia.org/resource/Chin-lung_Hu
Hu.	Hu, Egypt				http://dbpedia.org/resource/Hu,_Egypt
Hu.	Holographic principle				http://dbpedia.org/resource/Holographic_principle
Hu.	.hu				http://dbpedia.org/resource/.hu
Hu.	Hungary				http://dbpedia.org/resource/Hungary
Hu.	Harvard University				http://dbpedia.org/resource/Harvard_University
Hu.	Hungarian language				http://dbpedia.org/resource/Hungarian_language
Hu.	Wu Hu				http://dbpedia.org/resource/Wu_Hu
Hu.	Hu Shih				http://dbpedia.org/resource/Hu_Shih
Hu.	Hu Jintao				http://dbpedia.org/resource/Hu_Jintao
Hu.	Hu (mythology)				http://dbpedia.org/resource/Hu_(mythology)
Hu.	Howard University				http://dbpedia.org/resource/Howard_University
Hu.	Hounsfield scale				http://dbpedia.org/resource/Hounsfield_scale
Hu.	Heh (god)				http://dbpedia.org/resource/Heh_(god)
Hu.	Huesca				http://dbpedia.org/resource/Huesca
Hu.	Hu Nai-yuan				http://dbpedia.org/resource/Hu_Nai-yuan
Hu.	Hu (Sufism)				http://dbpedia.org/resource/Hu_(Sufism)
Hu.	HU postcode area				http://dbpedia.org/resource/HU_postcode_area
Hu.	Huy				http://dbpedia.org/resource/Huy
Hu.	Humboldt University of Berlin				http://dbpedia.org/resource/Humboldt_University_of_Berlin
Hu.	Hollins University				http://dbpedia.org/resource/Hollins_University
Hu.	Hu Xiansu				http://dbpedia.org/resource/Hu_Xiansu
Hu.	Hanau				http://dbpedia.org/resource/Hanau
Hu.	Haigazian University				http://dbpedia.org/resource/Haigazian_University
Hu.	Hampton University				http://dbpedia.org/resource/Hampton_University
Hu.	Harrisburg University of Science and Technology				http://dbpedia.org/resource/Harrisburg_University_of_Science_and_Technology
Hu.	Hashemite University				http://dbpedia.org/resource/Hashemite_University
Hu.	Hu Hesheng				http://dbpedia.org/resource/Hu_Hesheng
Hu.	Ting-Ting Hu				http://dbpedia.org/resource/Ting-Ting_Hu
Hu.	Hu Ning				http://dbpedia.org/resource/Hu_Ning
Hu.	Hu Qiaomu				http://dbpedia.org/resource/Hu_Qiaomu
Hu.	Hu County				http://dbpedia.org/resource/Hu_County
Hu.	Hu (surname)				http://dbpedia.org/resource/Hu_(surname)
Hu.	Hu Sanniang				http://dbpedia.org/resource/Hu_Sanniang
Hu.	Huh				http://dbpedia.org/resource/Huh
Hu.	Hollywood Undead				http://dbpedia.org/resource/Hollywood_Undead
Hu.	List of Latin-script digraphs				http://dbpedia.org/resource/List_of_Latin-script_digraphs
Hu.	Adir Hu				http://dbpedia.org/resource/Adir_Hu
Hu.	Hu (vessel)				http://dbpedia.org/resource/Hu_(vessel)
Hu.	Hu Jimin				http://dbpedia.org/resource/Hu_Jimin
Hu.	Hu Haichang				http://dbpedia.org/resource/Hu_Haichang
Hu.	Hu Gadarn				http://dbpedia.org/resource/Hu_Gadarn
Huds.	William Hudson (botanist)				http://dbpedia.org/resource/Huds.
Hul.	Kodashim				http://dbpedia.org/resource/Hul.
Humb.	Alexander von Humboldt				http://dbpedia.org/resource/Humb.
Hunz.	Armando Theodoro Hunziker				http://dbpedia.org/resource/Hunz.
Hutch.	John Hutchinson (botanist)				http://dbpedia.org/resource/Hutch.
Hv.	Home Guard (Sweden)				http://dbpedia.org/resource/Home_Guard_(Sweden)
Hv.	Home Guard (Norway)				http://dbpedia.org/resource/Home_Guard_(Norway)
Hv.	Haplogroup HV (mtDNA)				http://dbpedia.org/resource/Haplogroup_HV_(mtDNA)
Hv.	Hybrid vehicle				http://dbpedia.org/resource/Hybrid_vehicle
Hv.	High voltage				http://dbpedia.org/resource/High_voltage
Hv.	Hudson Valley				http://dbpedia.org/resource/Hudson_Valley
Hv.	Home video				http://dbpedia.org/resource/Home_video
Hv.	Humanae Vitae				http://dbpedia.org/resource/Humanae_Vitae
Hv.	Croatian Army				http://dbpedia.org/resource/Croatian_Army
Hw.	Halloween				http://dbpedia.org/resource/Halloween
Hw.	Heriot-Watt University				http://dbpedia.org/resource/Heriot-Watt_University
Hw.	Harvard-Westlake School				http://dbpedia.org/resource/Harvard-Westlake_School
Hw.	Housewife				http://dbpedia.org/resource/Housewife
Hw.	Hutchison Whampoa				http://dbpedia.org/resource/Hutchison_Whampoa
Hw.	Hwair				http://dbpedia.org/resource/Hwair
Hw.	Halo Wars				http://dbpedia.org/resource/Halo_Wars
Hw.	Honeywell				http://dbpedia.org/resource/Honeywell
Hw.	Hedgewars				http://dbpedia.org/resource/Hedgewars
Hw.	Homeworld				http://dbpedia.org/resource/Homeworld
Hw.	Homework				http://dbpedia.org/resource/Homework
Hw.	George H. W. Bush				http://dbpedia.org/resource/George_H._W._Bush
Hw.	Hartford Whalers				http://dbpedia.org/resource/Hartford_Whalers
Hw.	Hot Wheels				http://dbpedia.org/resource/Hot_Wheels
Hx.	Hummer HX				http://dbpedia.org/resource/Hummer_HX
Hx.	Dolby noise-reduction system				http://dbpedia.org/resource/Dolby_noise-reduction_system
Hx.	HX convoys				http://dbpedia.org/resource/HX_convoys
Hx.	HX postcode area				http://dbpedia.org/resource/HX_postcode_area
Hx.	Haxe				http://dbpedia.org/resource/Haxe
Hy.	Hollywood				http://dbpedia.org/resource/Hollywood
Hy.	HY (band)				http://dbpedia.org/resource/HY_(band)
Hy.	Hy Buller				http://dbpedia.org/resource/Hy_Buller
Hy.	Hell Yes				http://dbpedia.org/resource/Hell_Yes
Hy.	Patricia Hy-Boulais				http://dbpedia.org/resource/Patricia_Hy-Boulais
Hy.	High-yield debt				http://dbpedia.org/resource/High-yield_debt
Hy.	Hyatt				http://dbpedia.org/resource/Hyatt
Hy.	Iona				http://dbpedia.org/resource/Iona
Hy.	Iona Abbey				http://dbpedia.org/resource/Iona_Abbey
Hyl.	Nils Hylander				http://dbpedia.org/resource/Hyl.
Hz.	HZ (character encoding)				http://dbpedia.org/resource/HZ_(character_encoding)
Hz.	Holden HZ				http://dbpedia.org/resource/Holden_HZ
Hz.	Herpes zoster				http://dbpedia.org/resource/Herpes_zoster
Hz.	Hazard				http://dbpedia.org/resource/Hazard
Hz.	Hertz				http://dbpedia.org/resource/Hertz
Hz.	Habitable zone				http://dbpedia.org/resource/Habitable_zone
Höhn.	Franz Xaver Rudolf von Höhnel				http://dbpedia.org/resource/Höhn.
I.	I				http://dbpedia.org/resource/I.
I.A.	Gordon Pask				http://dbpedia.org/resource/Gordon_Pask
I.A.	Instrumentation amplifier				http://dbpedia.org/resource/Instrumentation_amplifier
I.A.	Information assurance				http://dbpedia.org/resource/Information_assurance
I.A.	List of Latin phrases (I)				http://dbpedia.org/resource/List_of_Latin_phrases_(I)
I.A.	Interlingua				http://dbpedia.org/resource/Interlingua
I.A.	Internet Archive				http://dbpedia.org/resource/Internet_Archive
I.A.	Itanium				http://dbpedia.org/resource/Itanium
I.A.	Indian Army				http://dbpedia.org/resource/Indian_Army
I.A.	IA-32				http://dbpedia.org/resource/IA-32
I.A.	International Artists				http://dbpedia.org/resource/International_Artists
I.A.	Indiana Academy				http://dbpedia.org/resource/Indiana_Academy
I.A.	Iraqi Army				http://dbpedia.org/resource/Iraqi_Army
I.A.	International Academy				http://dbpedia.org/resource/International_Academy
I.A.	Type Ia supernova				http://dbpedia.org/resource/Type_Ia_supernova
I.A.	Intelligence amplification				http://dbpedia.org/resource/Intelligence_amplification
I.A.	Iowa				http://dbpedia.org/resource/Iowa
I.A.	Oia, Greece				http://dbpedia.org/resource/Oia,_Greece
I.A.	Industrial archaeology				http://dbpedia.org/resource/Industrial_archaeology
I.A.	Preliminary hearing				http://dbpedia.org/resource/Preliminary_hearing
I.A.	Internal audit				http://dbpedia.org/resource/Internal_audit
I.A.	Internal affairs (law enforcement)				http://dbpedia.org/resource/Internal_affairs_(law_enforcement)
I.A.	Integrated amplifier				http://dbpedia.org/resource/Integrated_amplifier
I.A.	Inuit Ataqatigiit				http://dbpedia.org/resource/Inuit_Ataqatigiit
I.A.	Intact America				http://dbpedia.org/resource/Intact_America
I.A.	Individual augmentee				http://dbpedia.org/resource/Individual_augmentee
I.A.	Iraqi Airways				http://dbpedia.org/resource/Iraqi_Airways
I.A.	Indian (airline)				http://dbpedia.org/resource/Indian_(airline)
I.A.	International Arbiter				http://dbpedia.org/resource/International_Arbiter
I.A.	Intermediate in Arts				http://dbpedia.org/resource/Intermediate_in_Arts
I.A.	IA, The Journal of the Society for Industrial Archeology				http://dbpedia.org/resource/IA,_The_Journal_of_the_Society_for_Industrial_Archeology
I.A.	Ia (genus)				http://dbpedia.org/resource/Ia_(genus)
I.A.	Ia of Cornwall				http://dbpedia.org/resource/Ia_of_Cornwall
I.A.	InstallAnywhere				http://dbpedia.org/resource/InstallAnywhere
I.A.	Mattias Eklundh				http://dbpedia.org/resource/Mattias_Eklundh
I.A.	Information architecture				http://dbpedia.org/resource/Information_architecture
I.A.E.A.	International Atomic Energy Agency				http://dbpedia.org/resource/I.A.E.A.
I.A.O.	IAO (album)				http://dbpedia.org/resource/IAO_(album)
I.A.O.	Indian Astronomical Observatory				http://dbpedia.org/resource/Indian_Astronomical_Observatory
I.A.O.	Iao Valley				http://dbpedia.org/resource/Iao_Valley
I.A.O.	Information Awareness Office				http://dbpedia.org/resource/Information_Awareness_Office
I.A.O.	International Astronomy Olympiad				http://dbpedia.org/resource/International_Astronomy_Olympiad
I.A.R.	Farmington Public Schools				http://dbpedia.org/resource/I.A.R.
I.A.S.	Indian Administrative Service				http://dbpedia.org/resource/I.A.S.
I.A.T.S.E.	International Alliance of Theatrical Stage Employees				http://dbpedia.org/resource/I.A.T.S.E.
I.B.	Interface Builder				http://dbpedia.org/resource/Interface_Builder
I.B.	Intelligence Bureau (India)				http://dbpedia.org/resource/Intelligence_Bureau_(India)
I.B.	InfiniBand				http://dbpedia.org/resource/InfiniBand
I.B.	Intelligence Bureau (Pakistan)				http://dbpedia.org/resource/Intelligence_Bureau_(Pakistan)
I.B.	Border				http://dbpedia.org/resource/Border
I.B.	Ibn Battuta				http://dbpedia.org/resource/Ibn_Battuta
I.B.	Invision Power Board				http://dbpedia.org/resource/Invision_Power_Board
I.B.	Investment banking				http://dbpedia.org/resource/Investment_banking
I.B.	Building automation				http://dbpedia.org/resource/Building_automation
I.B.	International Baccalaureate				http://dbpedia.org/resource/International_Baccalaureate
I.B.	IB Diploma Programme				http://dbpedia.org/resource/IB_Diploma_Programme
I.B.	Ibuprofen				http://dbpedia.org/resource/Ibuprofen
I.B.	Iberia (airline)				http://dbpedia.org/resource/Iberia_(airline)
I.B.	Inclusion body				http://dbpedia.org/resource/Inclusion_body
I.B.	Interactive Brokers				http://dbpedia.org/resource/Interactive_Brokers
I.B.	Type Ib and Ic supernovae				http://dbpedia.org/resource/Type_Ib_and_Ic_supernovae
I.B.	Sloan Wilson				http://dbpedia.org/resource/Sloan_Wilson
I.B.	Information seeking				http://dbpedia.org/resource/Information_seeking
I.B.	International Bank				http://dbpedia.org/resource/International_Bank
I.B.	Investigator's brochure				http://dbpedia.org/resource/Investigator's_brochure
I.B.	Ib River				http://dbpedia.org/resource/Ib_River
I.B.	Ibid (disambiguation)				http://dbpedia.org/resource/Ibid_(disambiguation)
I.B.	Itinerarium Burdigalense				http://dbpedia.org/resource/Itinerarium_Burdigalense
I.B.	Ib railway station				http://dbpedia.org/resource/Ib_railway_station
I.B.	Imperial Beach, California				http://dbpedia.org/resource/Imperial_Beach,_California
I.B.	International business				http://dbpedia.org/resource/International_business
I.B.	IB affair				http://dbpedia.org/resource/IB_affair
I.B.	Indo-Pakistani border				http://dbpedia.org/resource/Indo-Pakistani_border
I.B.	Ice Breakers (candy)				http://dbpedia.org/resource/Ice_Breakers_(candy)
I.B.	Ibrahim Hussein (artist)				http://dbpedia.org/resource/Ibrahim_Hussein_(artist)
I.B.M.	IBM				http://dbpedia.org/resource/I.B.M.
I.B.W.A.	International Bottled Water Association				http://dbpedia.org/resource/International_Bottled_Water_Association
I.B.W.A.	International Brotherhood Welfare Association				http://dbpedia.org/resource/International_Brotherhood_Welfare_Association
I.C.	Instituto Cervantes				http://dbpedia.org/resource/Instituto_Cervantes
I.C.	Index of coincidence				http://dbpedia.org/resource/Index_of_coincidence
I.C.	Identity document				http://dbpedia.org/resource/Identity_document
I.C.	Indifference curve				http://dbpedia.org/resource/Indifference_curve
I.C.	Non-commissioned officer				http://dbpedia.org/resource/Non-commissioned_officer
I.C.	International College, Beirut				http://dbpedia.org/resource/International_College,_Beirut
I.C.	List of Latin phrases (I)				http://dbpedia.org/resource/List_of_Latin_phrases_(I)
I.C.	Indianapolis Colts				http://dbpedia.org/resource/Indianapolis_Colts
I.C.	Informed consent				http://dbpedia.org/resource/Informed_consent
I.C.	Integrated circuit				http://dbpedia.org/resource/Integrated_circuit
I.C.	Internal combustion engine				http://dbpedia.org/resource/Internal_combustion_engine
I.C.	Iowa City, Iowa				http://dbpedia.org/resource/Iowa_City,_Iowa
I.C.	New General Catalogue				http://dbpedia.org/resource/New_General_Catalogue
I.C.	Officer (armed forces)				http://dbpedia.org/resource/Officer_(armed_forces)
I.C.	Inferior colliculus				http://dbpedia.org/resource/Inferior_colliculus
I.C.	Intrusion Countermeasures Electronics				http://dbpedia.org/resource/Intrusion_Countermeasures_Electronics
I.C.	Interactive C				http://dbpedia.org/resource/Interactive_C
I.C.	Infinite Challenge				http://dbpedia.org/resource/Infinite_Challenge
I.C.	Information Commons, Sheffield				http://dbpedia.org/resource/Information_Commons,_Sheffield
I.C.	Commerce Clause				http://dbpedia.org/resource/Commerce_Clause
I.C.	Invested capital				http://dbpedia.org/resource/Invested_capital
I.C.	Invisible Children				http://dbpedia.org/resource/Invisible_Children
I.C.	Intercooler				http://dbpedia.org/resource/Intercooler
I.C.	Intensive-care medicine				http://dbpedia.org/resource/Intensive-care_medicine
I.C.	.gov				http://dbpedia.org/resource/.gov
I.C.	Ionization chamber				http://dbpedia.org/resource/Ionization_chamber
I.C.	InterContinental				http://dbpedia.org/resource/InterContinental
I.C.	IC codes				http://dbpedia.org/resource/IC_codes
I.C.	Type Ib and Ic supernovae				http://dbpedia.org/resource/Type_Ib_and_Ic_supernovae
I.C.	Ice crystals				http://dbpedia.org/resource/Ice_crystals
I.C.	Illinois College				http://dbpedia.org/resource/Illinois_College
I.C.	Imperial College London				http://dbpedia.org/resource/Imperial_College_London
I.C.	Ithaca College				http://dbpedia.org/resource/Ithaca_College
I.C.	Industry Canada				http://dbpedia.org/resource/Industry_Canada
I.C.	IC Bus				http://dbpedia.org/resource/IC_Bus
I.C.	Ion chromatography				http://dbpedia.org/resource/Ion_chromatography
I.C.	Intelligence community				http://dbpedia.org/resource/Intelligence_community
I.C.	IC50				http://dbpedia.org/resource/IC50
I.C.	Irish coffee				http://dbpedia.org/resource/Irish_coffee
I.C.	Ice Ic				http://dbpedia.org/resource/Ice_Ic
I.C.	Incident commander				http://dbpedia.org/resource/Incident_commander
I.C.	InterCity				http://dbpedia.org/resource/InterCity
I.C.	Intentional community				http://dbpedia.org/resource/Intentional_community
I.C.	WWE Intercontinental Championship				http://dbpedia.org/resource/WWE_Intercontinental_Championship
I.C.	Impuls IC				http://dbpedia.org/resource/Impuls_IC
I.C.	Inaccessible cardinal				http://dbpedia.org/resource/Inaccessible_cardinal
I.C.	Initial value problem				http://dbpedia.org/resource/Initial_value_problem
I.C.	International Canoe				http://dbpedia.org/resource/International_Canoe
I.C.	Intellectual capital				http://dbpedia.org/resource/Intellectual_capital
I.C.	Irreducible complexity				http://dbpedia.org/resource/Irreducible_complexity
I.C.	-ic				http://dbpedia.org/resource/-ic
I.C.	Ice cream (disambiguation)				http://dbpedia.org/resource/Ice_cream_(disambiguation)
I.C.	Interstitial cystitis				http://dbpedia.org/resource/Interstitial_cystitis
I.C.	Dashboard				http://dbpedia.org/resource/Dashboard
I.C.	Interchangeable core				http://dbpedia.org/resource/Interchangeable_core
I.C.	Illinois Central Railroad				http://dbpedia.org/resource/Illinois_Central_Railroad
I.C.A.	International Clarinet Association				http://dbpedia.org/resource/I.C.A.
I.C.B.M.	Intercontinental ballistic missile				http://dbpedia.org/resource/I.C.B.M.
I.C.D.	International Statistical Classification of Diseases and Related Health Problems				http://dbpedia.org/resource/I.C.D.
I.C.E.	U.S. Immigration and Customs Enforcement				http://dbpedia.org/resource/I.C.E.
I.C.I.	Imperial Chemical Industries				http://dbpedia.org/resource/I.C.I.
I.C.N.A.	Islamic Circle of North America				http://dbpedia.org/resource/I.C.N.A.
I.C.O.R.	Organization for Jewish Colonization in Russia				http://dbpedia.org/resource/I.C.O.R.
I.C.P.	Insane Clown Posse				http://dbpedia.org/resource/I.C.P.
I.C.S.E.	Indian Certificate of Secondary Education				http://dbpedia.org/resource/I.C.S.E.
I.C.T.	Information and communications technology				http://dbpedia.org/resource/I.C.T.
I.C.U.	International Christian University – Kiev				http://dbpedia.org/resource/International_Christian_University_%E2%80%93_Kiev
I.C.U.	Istanbul Commerce University				http://dbpedia.org/resource/Istanbul_Commerce_University
I.C.U.	International Clearing Union				http://dbpedia.org/resource/International_Clearing_Union
I.C.U.	Intersection capacity utilization				http://dbpedia.org/resource/Intersection_capacity_utilization
I.C.U.	Industrial and Commercial Workers' Union				http://dbpedia.org/resource/Industrial_and_Commercial_Workers'_Union
I.C.U.	International Components for Unicode				http://dbpedia.org/resource/International_Components_for_Unicode
